,cleaned_label,description,domain,id,range,superproperty
2073,production company,"the company that produced the work e.g. Film, MusicalWork, Software",['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/productionCompany,['http://dbpedia.org/ontology/Company'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2074,production end date,,,http://dbpedia.org/ontology/productionEndDate,['http://www.w3.org/2001/XMLSchema#date'],
2075,production end year,,,http://dbpedia.org/ontology/productionEndYear,['http://www.w3.org/2001/XMLSchema#gYear'],
2076,production start date,,,http://dbpedia.org/ontology/productionStartDate,['http://www.w3.org/2001/XMLSchema#date'],
2077,production start year,,,http://dbpedia.org/ontology/productionStartYear,['http://www.w3.org/2001/XMLSchema#gYear'],
2078,production years,,['http://dbpedia.org/ontology/Aircraft'],http://dbpedia.org/ontology/productionYears,['http://www.w3.org/2001/XMLSchema#date'],
2079,profession,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/profession,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasRole']
2080,program cost,,['http://dbpedia.org/ontology/Aircraft'],http://dbpedia.org/ontology/programCost,['http://www.w3.org/2001/XMLSchema#double'],
2081,programme format,The programming format describes the overall content broadcast on a radio or television station.,['http://dbpedia.org/ontology/Broadcaster'],http://dbpedia.org/ontology/programmeFormat,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy']
2082,programming language,,['http://dbpedia.org/ontology/Software'],http://dbpedia.org/ontology/programmingLanguage,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isExpressedBy']
2083,project,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/project,['http://dbpedia.org/ontology/Project'],
2084,project budget funding,"The part of the project budget that is funded by the Organistaions given in the ""FundedBy"" property.",['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectBudgetFunding,['http://www.w3.org/2001/XMLSchema#double'],
2085,project budget total,The total budget of the research project.,['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectBudgetTotal,['http://www.w3.org/2001/XMLSchema#double'],
2086,project coordinator,The coordinating organisation of the project.,['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectCoordinator,['http://dbpedia.org/ontology/Organisation'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor']
2087,project end date,The end date of the project.,['http://dbpedia.org/ontology/Project'],http://dbpedia.org/ontology/projectEndDate,['http://www.w3.org/2001/XMLSchema#date'],
2088,project keyword,A key word of the project.,['http://dbpedia.org/ontology/Project'],http://dbpedia.org/ontology/projectKeyword,['http://www.w3.org/2001/XMLSchema#string'],
2089,project objective,A defined objective of the project.,['http://dbpedia.org/ontology/Project'],http://dbpedia.org/ontology/projectObjective,['http://www.w3.org/2001/XMLSchema#string'],
2090,project participant,A participating organisation of the project.,['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectParticipant,['http://dbpedia.org/ontology/Organisation'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor']
2091,project reference id,The reference identification of the project.,['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectReferenceID,['http://www.w3.org/2001/XMLSchema#string'],
2092,project start date,The start date of the project.,['http://dbpedia.org/ontology/Project'],http://dbpedia.org/ontology/projectStartDate,['http://www.w3.org/2001/XMLSchema#date'],
2093,project type,"The type of the research project. Mostly used for the funding schemes of the European Union, for instance: Specific Targeted Research Projects (STREP), Network of Excellence (NoE) or Integrated Project.",['http://dbpedia.org/ontology/ResearchProject'],http://dbpedia.org/ontology/projectType,['http://www.w3.org/2001/XMLSchema#string'],
2094,prominence,,,http://dbpedia.org/ontology/prominence,['http://www.w3.org/2001/XMLSchema#double'],
2095,promotion,,['http://dbpedia.org/ontology/WrestlingEvent'],http://dbpedia.org/ontology/promotion,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2096,pronunciation,,,http://dbpedia.org/ontology/pronunciation,['http://www.w3.org/2001/XMLSchema#string'],
2097,prospect league,,['http://dbpedia.org/ontology/IceHockeyPlayer'],http://dbpedia.org/ontology/prospectLeague,['http://dbpedia.org/ontology/SportsLeague'],
2098,prospect team,,['http://dbpedia.org/ontology/IceHockeyPlayer'],http://dbpedia.org/ontology/prospectTeam,['http://dbpedia.org/ontology/HockeyTeam'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf']
2099,protection status,"The sort of status that is granted to a protected Building or Monument. This is not about being protected or not, this is about the nature of the protection regime. E.g., in the Netherlands the protection status 'rijksmonument' points to more elaborate protection than other statuses.",['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/protectionStatus,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/Status']
2100,protein,Amount of proteins per servingSize of a Food,['http://dbpedia.org/ontology/Food'],http://dbpedia.org/ontology/protein,['http://www.w3.org/2001/XMLSchema#double'],
2101,protestant percentage,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/protestantPercentage,['http://www.w3.org/2001/XMLSchema#string'],
2102,prov code,,['http://dbpedia.org/ontology/Settlement'],http://dbpedia.org/ontology/provCode,['http://www.w3.org/2001/XMLSchema#string'],
2103,provides,,,http://dbpedia.org/ontology/provides,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2104,province,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/province,['http://dbpedia.org/ontology/Province'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
2105,province iso code,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/provinceIsoCode,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/isoCode']
2106,province link,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/provinceLink,['http://dbpedia.org/ontology/Province'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
2107,provost,,['http://dbpedia.org/ontology/University'],http://dbpedia.org/ontology/provost,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2108,pseudonym,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/pseudonym,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],
2109,pubchem,,['http://dbpedia.org/ontology/ChemicalSubstance'],http://dbpedia.org/ontology/pubchem,['http://www.w3.org/2001/XMLSchema#string'],
2110,publication,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/publication,['http://www.w3.org/2001/XMLSchema#string'],
2111,publication date,,,http://dbpedia.org/ontology/publicationDate,['http://www.w3.org/2001/XMLSchema#date'],
2112,publicly accessible,describes in what way this site is accessible for public,,http://dbpedia.org/ontology/publiclyAccessible,['http://www.w3.org/2001/XMLSchema#string'],
2113,publisher,Publisher of a work. For literal (string) use dc:publisher; for object (URL) use publisher,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/publisher,['http://dbpedia.org/ontology/Agent'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2114,purchasing power parity,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/purchasingPowerParity,['http://www.w3.org/2001/XMLSchema#string'],
2115,purchasing power parity rank,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/purchasingPowerParityRank,['http://www.w3.org/2001/XMLSchema#string'],
2116,purchasing power parity year,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/purchasingPowerParityYear,['http://www.w3.org/2001/XMLSchema#string'],
2117,purpose,,,http://dbpedia.org/ontology/purpose,['http://www.w3.org/2001/XMLSchema#string'],
2118,qatar classic,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/qatarClassic,['http://www.w3.org/2001/XMLSchema#string'],
2119,quebecer title,,['http://dbpedia.org/ontology/Film'],http://dbpedia.org/ontology/quebecerTitle,['http://www.w3.org/2001/XMLSchema#string'],
2120,quotation,"A quotation is the repetition of one expression as part of another one, particularly when the quoted expression is well-known or explicitly attributed by citation to its original source.",,http://dbpedia.org/ontology/quotation,['http://www.w3.org/2001/XMLSchema#string'],
2121,quote,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/quote,['http://www.w3.org/2001/XMLSchema#string'],
2122,ra,,['http://dbpedia.org/ontology/Openswarm'],http://dbpedia.org/ontology/ra,['http://www.w3.org/2001/XMLSchema#string'],
2123,race,,,http://dbpedia.org/ontology/race,['http://dbpedia.org/ontology/Race'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn']
2124,race horse,,,http://dbpedia.org/ontology/raceHorse,['http://dbpedia.org/ontology/Horse'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2125,race length,,['http://dbpedia.org/ontology/FormulaOneRacing'],http://dbpedia.org/ontology/raceLength,['http://www.w3.org/2001/XMLSchema#double'],
2126,race result,Result of one racer in a sport competition,['http://dbpedia.org/ontology/Race'],http://dbpedia.org/ontology/raceResult,['http://dbpedia.org/ontology/SportCompetitionResult'],
2127,race track,,['http://dbpedia.org/ontology/SportsEvent'],http://dbpedia.org/ontology/raceTrack,['http://dbpedia.org/ontology/RaceTrack'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart']
2128,race wins,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/raceWins,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2129,races,,['http://dbpedia.org/ontology/FormulaOneRacer'],http://dbpedia.org/ontology/races,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2130,racket catching,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/racketCatching,['http://www.w3.org/2001/XMLSchema#string'],
2131,radio,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/radio,['http://dbpedia.org/ontology/RadioStation'],
2132,radio station,,['http://dbpedia.org/ontology/RadioStation'],http://dbpedia.org/ontology/radioStation,['http://www.w3.org/2001/XMLSchema#string'],
2133,radius_ly,,['http://dbpedia.org/ontology/Globularswarm'],http://dbpedia.org/ontology/radius_ly,['http://www.w3.org/2001/XMLSchema#integer'],
2134,rail gauge,,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/railGauge,['http://www.w3.org/2001/XMLSchema#double'],
2135,railway line using tunnel,Railway line that is using the tunnel.,['http://dbpedia.org/ontology/RailwayTunnel'],http://dbpedia.org/ontology/railwayLineUsingTunnel,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2136,railway platforms,Information on the type of platform(s) at the station.,['http://dbpedia.org/ontology/Station'],http://dbpedia.org/ontology/railwayPlatforms,['http://www.w3.org/2001/XMLSchema#string'],
2137,railway rolling stock,,['http://dbpedia.org/ontology/RouteOfTransportation'],http://dbpedia.org/ontology/railwayRollingStock,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2138,range,Maximum distance without refueling,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/range,['http://www.w3.org/2001/XMLSchema#positiveInteger'],
2139,rank,"Rank of something among other things of the same kind, eg Constellations by Area; MusicalAlbums by popularity, etc",,http://dbpedia.org/ontology/rank,['http://www.w3.org/2001/XMLSchema#string'],
2140,rank agreement,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/rankAgreement,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2141,rank area,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/rankArea,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2142,rank in final medal count,,['http://dbpedia.org/ontology/OlympicResult'],http://dbpedia.org/ontology/rankInFinalMedalCount,['http://www.w3.org/2001/XMLSchema#positiveInteger'],
2143,rank population,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/rankPopulation,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2144,ranking,,['http://dbpedia.org/ontology/Organisation'],http://dbpedia.org/ontology/ranking,['http://www.w3.org/2001/XMLSchema#positiveInteger'],
2145,ranking wins,,['http://dbpedia.org/ontology/SnookerPlayer'],http://dbpedia.org/ontology/rankingWins,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],['http://dbpedia.org/ontology/Wins']
2146,rankings doubles,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/rankingsDoubles,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2147,rankings singles,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/rankingsSingles,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2148,rating,,,http://dbpedia.org/ontology/rating,['http://www.w3.org/2001/XMLSchema#float'],
2149,ratio,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/ratio,['http://www.w3.org/2001/XMLSchema#string'],
2150,rebuild date,,,http://dbpedia.org/ontology/rebuildDate,['http://www.w3.org/2001/XMLSchema#date'],
2151,rebuilder,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/rebuilder,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2152,rebuilding date,,['http://dbpedia.org/ontology/ArchitecturalStructure'],http://dbpedia.org/ontology/rebuildingDate,['http://www.w3.org/2001/XMLSchema#date'],
2153,rebuilding year,,['http://dbpedia.org/ontology/ArchitecturalStructure'],http://dbpedia.org/ontology/rebuildingYear,['http://www.w3.org/2001/XMLSchema#gYear'],
2154,recent winner,,['http://dbpedia.org/ontology/Race'],http://dbpedia.org/ontology/recentWinner,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
2155,recommissioning date,,['http://dbpedia.org/ontology/Ship'],http://dbpedia.org/ontology/recommissioningDate,['http://www.w3.org/2001/XMLSchema#date'],
2156,record date,,['http://dbpedia.org/ontology/MusicalWork'],http://dbpedia.org/ontology/recordDate,['http://www.w3.org/2001/XMLSchema#date'],
2157,record label,,,http://dbpedia.org/ontology/recordLabel,['http://dbpedia.org/ontology/RecordLabel'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2158,recorded in,,['http://dbpedia.org/ontology/MusicalWork'],http://dbpedia.org/ontology/recordedIn,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2159,recovery cases,Number of recovered cases in a pandemic,['http://dbpedia.org/ontology/Outbreak'],http://dbpedia.org/ontology/recoveryCases,['http://www.w3.org/2001/XMLSchema#integer'],
2160,rector,,['http://dbpedia.org/ontology/EducationalInstitution'],http://dbpedia.org/ontology/rector,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2161,red list id nl,red list code for treatened species NL (different from IUCN),['http://dbpedia.org/ontology/Species'],http://dbpedia.org/ontology/redListIdNL,['http://www.w3.org/2001/XMLSchema#integer'],
2162,red long distance piste number,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/redLongDistancePisteNumber,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2163,red ski piste number,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/redSkiPisteNumber,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2164,redline,,['http://dbpedia.org/ontology/AutomobileEngine'],http://dbpedia.org/ontology/redline,['http://www.w3.org/2001/XMLSchema#double'],
2165,refcul,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/refcul,['http://www.w3.org/2001/XMLSchema#string'],
2166,reference,Structured reference providing info about the subject,['http://dbpedia.org/ontology/Reference'],http://dbpedia.org/ontology/reference,['http://www.w3.org/2001/XMLSchema#string'],
2167,reff bourgmestre,,['http://dbpedia.org/ontology/Settlement'],http://dbpedia.org/ontology/reffBourgmestre,['http://dbpedia.org/ontology/Person'],
2168,refgen,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/refgen,['http://www.w3.org/2001/XMLSchema#string'],
2169,refgeo,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/refgeo,['http://www.w3.org/2001/XMLSchema#string'],
2170,refpol,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/refpol,['http://www.w3.org/2001/XMLSchema#string'],
2171,refseq,,['http://dbpedia.org/ontology/Protein'],http://dbpedia.org/ontology/refseq,['http://www.w3.org/2001/XMLSchema#string'],
2172,refseqmrna,,['http://dbpedia.org/ontology/Biomolecule'],http://dbpedia.org/ontology/refseqmrna,['http://www.w3.org/2001/XMLSchema#string'],
2173,refseqprotein,,['http://dbpedia.org/ontology/Biomolecule'],http://dbpedia.org/ontology/refseqprotein,['http://www.w3.org/2001/XMLSchema#string'],
2174,regency,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/regency,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2175,regent of,Subject has served as the regent of another monarch,['http://dbpedia.org/ontology/Monarch'],http://dbpedia.org/ontology/regentOf,['http://dbpedia.org/ontology/Monarch'],
2176,regime,,['http://dbpedia.org/ontology/Spacecraft'],http://dbpedia.org/ontology/regime,['http://www.w3.org/2001/XMLSchema#string'],
2177,region,The regin where the thing is located or is connected to.,,http://dbpedia.org/ontology/region,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
2178,region link,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/regionLink,['http://www.w3.org/2001/XMLSchema#string'],
2179,region served,,['http://dbpedia.org/ontology/Organisation'],http://dbpedia.org/ontology/regionServed,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
2180,region type,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/regionType,['http://www.w3.org/2001/XMLSchema#string'],
2181,regional council,,['http://dbpedia.org/ontology/Agent'],http://dbpedia.org/ontology/regionalCouncil,['http://dbpedia.org/ontology/TermOfOffice'],
2182,regional language,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/regionalLanguage,['http://dbpedia.org/ontology/Language'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isLocationOf']
2183,regional prefecture,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/regionalPrefecture,['http://www.w3.org/2001/XMLSchema#string'],
2184,registration,,['http://dbpedia.org/ontology/Company'],http://dbpedia.org/ontology/registration,['http://www.w3.org/2001/XMLSchema#string'],
2185,registry,A registry recording entires with associated codes.,,http://dbpedia.org/ontology/registry,['http://www.w3.org/2001/XMLSchema#string'],
2186,registry number,Identification of the registry a document is in,['http://dbpedia.org/ontology/Document'],http://dbpedia.org/ontology/registryNumber,['http://www.w3.org/2001/XMLSchema#string'],
2187,reign,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/reign,['http://www.w3.org/2001/XMLSchema#string'],
2188,reign name,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/reignName,['http://www.w3.org/2001/XMLSchema#string'],
2189,reigning pope,,['http://dbpedia.org/ontology/Cleric'],http://dbpedia.org/ontology/reigningPope,['http://dbpedia.org/ontology/Pope'],
2190,related,,,http://dbpedia.org/ontology/related,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#associatedWith']
2191,related functions,This property is to accommodate the list field that contains a list of related personFunctions a person holds or has held,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/relatedFunctions,['http://dbpedia.org/ontology/List'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#unifies']
2192,related mean of transportation,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/relatedMeanOfTransportation,['http://dbpedia.org/ontology/MeanOfTransportation'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2193,related places,"This property is to accommodate the list field that contains a list of, e.g., monuments in the same town",['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/relatedPlaces,['http://dbpedia.org/ontology/List'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#unifies']
2194,relation,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/relation,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2195,relative,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/relative,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2196,relative atomic mass,the ratio of the average mass of atoms of an element (from a single given sample or source) to 1⁄12 of the mass of an atom of carbon-12,['http://dbpedia.org/ontology/ChemicalElement'],http://dbpedia.org/ontology/relativeAtomicMass,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2197,release date,Release date of a Work or another product (eg Aircraft or other MeansOfTransportation,,http://dbpedia.org/ontology/releaseDate,['http://www.w3.org/2001/XMLSchema#date'],
2198,release location,"Usually used with releaseDate, particularly for Films. Often there can be several pairs so our modeling is not precise here...",['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/releaseLocation,['http://dbpedia.org/ontology/Place'],
2199,relics,"Physical remains or personal effects of a saint or venerated person, preserved in a religious building",['http://dbpedia.org/ontology/ReligiousBuilding'],http://dbpedia.org/ontology/relics,['http://www.w3.org/2001/XMLSchema#string'],
2200,relief,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/relief,['http://www.w3.org/2001/XMLSchema#string'],
2201,religion,,,http://dbpedia.org/ontology/religion,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#conceptualizes']
2202,religious head,,,http://dbpedia.org/ontology/religiousHead,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember']
2203,religious head label,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/religiousHeadLabel,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2204,religious order,,['http://dbpedia.org/ontology/Monastry'],http://dbpedia.org/ontology/religiousOrder,['http://dbpedia.org/ontology/ClericalOrder'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
2205,reopened,,,http://dbpedia.org/ontology/reopened,['http://www.w3.org/2001/XMLSchema#date'],
2206,reopening date,Date of reopening the architectural structure.,['http://dbpedia.org/ontology/ArchitecturalStructure'],http://dbpedia.org/ontology/reopeningDate,['http://www.w3.org/2001/XMLSchema#date'],
2207,reopening year,Year of reopening the architectural structure.,['http://dbpedia.org/ontology/ArchitecturalStructure'],http://dbpedia.org/ontology/reopeningYear,['http://www.w3.org/2001/XMLSchema#gYear'],
2208,reporting mark,"A reporting mark is a two-, three-, or four-letter alphabetic code used to identify owners or lessees of rolling stock and other equipment used on the North American railroad network.",['http://dbpedia.org/ontology/PublicTransitSystem'],http://dbpedia.org/ontology/reportingMark,['http://www.w3.org/2001/XMLSchema#string'],
2209,representative,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/representative,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2210,requirement,,,http://dbpedia.org/ontology/requirement,['http://www.w3.org/2001/XMLSchema#string'],
2211,reservations,Are reservations required for the establishment or event?,['http://dbpedia.org/ontology/Restaurant'],http://dbpedia.org/ontology/reservations,['http://www.w3.org/2001/XMLSchema#boolean'],
2212,residence,Place of residence of a person.,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/residence,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
2213,resolution,Native Resolution,['http://dbpedia.org/ontology/Software'],http://dbpedia.org/ontology/resolution,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality']
2214,resting date,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/restingDate,['http://www.w3.org/2001/XMLSchema#date'],
2215,resting place,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/restingPlace,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
2216,resting place position,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/restingPlacePosition,['http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
2217,restore date,,,http://dbpedia.org/ontology/restoreDate,['http://www.w3.org/2001/XMLSchema#date'],
2218,restriction,The use of a thing is restricted in a way.,,http://dbpedia.org/ontology/restriction,['http://www.w3.org/2001/XMLSchema#string'],
2219,result,,['http://dbpedia.org/ontology/MilitaryConflict'],http://dbpedia.org/ontology/result,['http://www.w3.org/2001/XMLSchema#string'],
2220,retention time,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/retentionTime,['http://www.w3.org/2001/XMLSchema#string'],
2221,retired,,,http://dbpedia.org/ontology/retired,['http://www.w3.org/2001/XMLSchema#date'],
2222,retired rocket,,['http://dbpedia.org/ontology/YearInSpaceflight'],http://dbpedia.org/ontology/retiredRocket,['http://dbpedia.org/ontology/Rocket'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor']
2223,retirement date,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/retirementDate,['http://www.w3.org/2001/XMLSchema#date'],
2224,revenue,,['http://dbpedia.org/ontology/Organisation'],http://dbpedia.org/ontology/revenue,['http://www.w3.org/2001/XMLSchema#double'],
2225,revenue year,,['http://dbpedia.org/ontology/Organization'],http://dbpedia.org/ontology/revenueYear,['http://www.w3.org/2001/XMLSchema#gYear'],
2226,review,,['http://dbpedia.org/ontology/Album'],http://dbpedia.org/ontology/review,['http://www.w3.org/2001/XMLSchema#anyURI'],
2227,rgb coordinate blue,,['http://dbpedia.org/ontology/Colour'],http://dbpedia.org/ontology/rgbCoordinateBlue,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2228,rgb coordinate green,,['http://dbpedia.org/ontology/Colour'],http://dbpedia.org/ontology/rgbCoordinateGreen,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2229,rgb coordinate red,,['http://dbpedia.org/ontology/Colour'],http://dbpedia.org/ontology/rgbCoordinateRed,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2230,rid id,An identifying system for scientific authors. The system was introduced in January 2008 by Thomson Reuters. The combined use of the Digital Object Identifier with the ResearcherID allows for a unique association of authors and scientific articles.,,http://dbpedia.org/ontology/ridId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
2231,right ascension,,['http://dbpedia.org/ontology/CelestialBody'],http://dbpedia.org/ontology/rightAscension,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
2232,right child,,['http://dbpedia.org/ontology/Island'],http://dbpedia.org/ontology/rightChild,['http://dbpedia.org/ontology/Island'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
2233,right tributary,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/rightTributary,['http://dbpedia.org/ontology/River'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasCommonBoundary']
